399,Pala 21,Cliente Camara fragm,10.117.121.106,n,n,n,n
400,Pala 21,Cliente Receptor GPS1,10.117.121.107,n,n,n,n
401,Pala 21,Cliente Tooth Metrics,10.117.121.108,n,n,n,n
402,Pala 21,Cliente Camara ope,10.117.121.110,n,n,n,n
403,Pala 21,Cliente Receptor GPS2,10.117.121.117,n,n,n,n
404,Pala 21,Cliente ION,10.117.121.118,n,n,n,n
405,Pala 21,Clente Datalogger MEM Eth0,10.117.122.121,n,n,n,n
406,Pala 21,Cliente PTX Dispatch/Provision,10.117.123.121,n,n,n,n
407,Pala 21,Cliente AC800 Centurion,10.117.121.101,n,n,NAT,n
408,Pala 21,Cliente GUI Centurion,10.117.121.102,n,n,NAT,n
409,Pala 21,Cliente GUI Centurion,10.117.121.103,n,n,NAT,n
410,Pala 21,Cliente CAMARA TERMICA Host 1 / Propel,10.117.121.104,n,n,NAT,n
411,Pala 21,Cliente CAMARA TERMICA Host 2,10.117.121.105,n,n,NAT,n
412,Pala 21,Cliente CAMARA TERMICA Swing,10.117.121.109,n,n,NAT,n
413,Pala 21,Cliente SKF IMX 1,10.117.121.111,n,n,NAT,n
414,Pala 21,Cliente SKF IMX 2,10.117.121.112,n,n,NAT,n
415,Pala 21,Cliente SKF IMX 3,10.117.121.113,n,n,NAT,n
416,Pala 21,Cliente SKF IMX 4,10.117.121.114,n,n,NAT,n
417,Pala 21,Cliente PLC Medicion,10.117.121.115,n,n,NAT,n
418,Pala 21,Cliente CAMARA TERMICA Crowd /Propel 2,10.117.121.116,n,n,NAT,n
419,Pala 21,Cliente CAMARA TERMICA Sala de maquinas,10.117.121.119,n,n,NAT,n
420,Pala 22,Cisco AP,10.117.115.122,n,n,n,n
421,Pala 22,Cisco RO,10.117.121.140,n,n,n,n
422,Pala 22,Cisco SW,10.117.114.122,n,n,n,n
423,Pala 22,Cliente Camara fragm,10.117.121.126,n,n,n,n
424,Pala 22,Cliente Receptor GPS1,10.117.121.126,n,n,n,n
425,Pala 22,Cliente Tooth Metrics,10.117.121.128,n,n,n,n
426,Pala 22,Cliente Camara ope,10.117.121.130,n,n,n,n
